class,blook,floor,x,y,notes,ac:a3:1e:62:18:f0,ac:a3:1e:62:18:e0,ac:a3:1e:62:5c:c0,ac:a3:1e:62:5c:d0,24:de:c6:3c:f3:80,ac:a3:1e:61:fe:10,ac:a3:1e:61:fe:00,9c:1c:12:34:81:30,9c:1c:12:34:81:20,ac:a3:1e:62:32:20,ac:a3:1e:62:32:30
204,D,1,1.80,6.83,sağ köşe yanı duvar askılık,-79,-68,-64,-71,-100,-100,-100,-100,-100,-100,-100
204,D,1,1.80,6.83,sağ köşe yanı duvar askılık,-79,-69,-67,-73,-100,-100,-100,-100,-100,-100,-100
204,D,1,1.80,6.83,sağ köşe yanı duvar askılık,-84,-80,-74,-78,-100,-100,-100,-100,-100,-100,-100
204,D,1,1.80,6.83,sağ köşe yanı duvar askılık,-81,-80,-68,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,1.80,6.83,sağ köşe yanı duvar askılık,-79,-80,-62,-70,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-76,-76,-71,-75,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-75,-84,-72,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-77,-73,-74,-80,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-75,-76,-74,-79,-94,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-73,-75,-61,-77,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-73,-72,-62,-77,-100,-100,-100,-100,-100,-100,-100
204,D,1,3.70,6.83,sağ askılık yanı,-100,-69,-60,-84,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-100,-67,-65,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-100,-71,-68,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-100,-76,-71,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-100,-77,-73,-77,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-76,-69,-65,-80,-100,-100,-100,-100,-100,-100,-100
204,D,1,5.50,6.83,sol ikinci pencere karşısı,-75,-100,-68,-80,-100,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-100,-77,-71,-74,-100,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-100,-77,-69,-75,-100,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-74,-74,-65,-78,-86,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-74,-100,-68,-78,-100,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-70,-71,-74,-74,-92,-100,-100,-100,-100,-100,-100
204,D,1,7.50,6.83,sol ikinci pencere yanı karşısı,-78,-72,-79,-78,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.20,6.83,sol üçüncü pencere karşısı,-73,-73,-63,-77,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.20,6.83,sol üçüncü pencere karşısı,-76,-76,-61,-80,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.20,6.83,sol üçüncü pencere karşısı,-78,-72,-79,-78,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.20,6.83,sol üçüncü pencere karşısı,-67,-73,-64,-69,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.20,6.83,sol üçüncü pencere karşısı,-64,-75,-59,-66,-100,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-74,-67,-58,-70,-71,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-100,-68,-57,-66,-80,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-76,-76,-61,-80,-62,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-100,-72,-66,-70,-85,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-100,-67,-58,-64,-85,-100,-100,-100,-100,-100,-100
204,D,1,2025-10-11 00:00:00,6.83,kapı tarafı en köşe,-100,-66,-56,-62,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-75,-67,-62,-71,-78,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-71,-68,-64,-70,-76,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-76,-70,-61,-75,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-70,-75,-72,-72,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-70,-75,-66,-69,-100,-100,-100,-100,-100,-100,-100
204,D,1,9.90,4.95,kapı tarafı sağ kürsü ön köşe,-70,-100,-61,-67,-100,-100,-100,-100,-100,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-56,-57,-76,-100,-86,-86,-81,-90,-86,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-53,-55,-100,-84,-100,-86,-86,-90,-86,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-58,-56,-63,-81,-100,-88,-86,-90,-86,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-61,-59,-68,-79,-100,-90,-86,-100,-86,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-100,-59,-63,-76,-100,-86,-100,-88,-100,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-100,-56,-63,-76,-100,-86,-100,-88,-100,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-100,-54,-63,-76,-100,-86,-100,-88,-100,-100,-100
205,D,1,11.67,1.72,sol en arka 1.sıra,-100,-57,-74,-82,-85,-79,-74,-88,-100,-100,-100
205,D,1,13.23,1.72,sol en arka 2.sıra,-54,-63,-70,-78,-100,-86,-81,-100,-100,-100,-100
205,D,1,13.23,1.72,sol en arka 2.sıra,-53,-63,-69,-78,-86,-86,-81,-90,-100,-100,-100
205,D,1,13.23,1.72,sol en arka 2.sıra,-56,-59,-100,-86,-100,-82,-100,-94,-100,-100,-100
205,D,1,13.23,1.72,sol en arka 2.sıra,-56,-60,-67,-75,-100,-83,-100,-89,-100,-100,-100
205,D,1,13.23,1.72,sol en arka 2.sıra,-57,-64,-67,-74,-100,-84,-100,-89,-91,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-53,-63,-70,-78,-86,-86,-81,-90,-100,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-53,-58,-70,-79,-86,-87,-77,-90,-86,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-54,-56,-100,-77,-86,-100,-74,-100,-100,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-54,-61,-64,-73,-100,-87,-100,-89,-100,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-54,-62,-64,-74,-100,-85,-100,-89,-91,-100,-100
205,D,1,14.15,1.72,sol en arka 3. sıra,-50,-61,-66,-74,-100,-85,-100,-100,-100,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-53,-69,-66,-84,-86,-100,-72,-100,-86,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-53,-61,-64,-83,-100,-84,-72,-100,-100,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-54,-56,-63,-82,-100,-84,-100,-100,-100,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-47,-100,-68,-76,-100,-83,-100,-92,-100,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-50,-54,-69,-78,-100,-84,-100,-91,-82,-100,-100
205,D,1,2025-07-15 00:00:00,1.72,sol en arka 4. sıra,-53,-54,-71,-81,-100,-85,-100,-91,-82,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-53,-52,-63,-81,-86,-87,-76,-100,-86,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-54,-51,-65,-81,-83,-87,-78,-100,-86,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-59,-55,-67,-100,-80,-100,-74,-100,-100,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-53,-54,-71,-81,-100,-85,-100,-91,-82,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-54,-50,-74,-79,-100,-85,-100,-91,-82,-100,-100
205,D,1,16.00,1.72,sol en arka 5. sıra,-56,-49,-78,-79,-100,-85,-100,-91,-100,-100,-100
205,D,1,16.94,1.72,sol en arka 6. sıra,-55,-57,-78,-84,-86,-100,-100,-100,-86,-100,-100
205,D,1,16.94,1.72,sol en arka 6. sıra,-55,-52,-70,-84,-86,-86,-63,-100,-86,-100,-100
205,D,1,16.94,1.72,sol en arka 6. sıra,-53,-59,-72,-77,-100,-82,-100,-87,-100,-100,-100
205,D,1,16.94,1.72,sol en arka 6. sıra,-53,-54,-73,-77,-100,-82,-100,-88,-100,-100,-100
205,D,1,16.94,1.72,sol en arka 6. sıra,-56,-49,-78,-79,-100,-85,-100,-91,-100,-100,-100
205,D,1,17.87,1.72,sol en arka 7. sıra,-57,-56,-79,-82,-100,-100,-100,-100,-100,-100,-100
205,D,1,17.87,1.72,sol en arka 7. sıra,-60,-54,-76,-84,-86,-87,-72,-100,-86,-100,-100
205,D,1,17.87,1.72,sol en arka 7. sıra,-60,-53,-76,-84,-100,-90,-72,-100,-100,-100,-100
205,D,1,17.87,1.72,sol en arka 7. sıra,-53,-56,-78,-81,-100,-86,-100,-93,-87,-100,-100
205,D,1,17.87,1.72,sol en arka 7. sıra,-53,-56,-78,-80,-100,-85,-100,-94,-87,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-50,-56,-80,-78,-100,-83,-100,-92,-85,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-48,-56,-80,-77,-100,-82,-100,-91,-84,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-47,-57,-82,-77,-100,-82,-100,-91,-84,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-56,-62,-77,-80,-100,-100,-69,-100,-100,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-52,-59,-74,-80,-86,-87,-67,-100,-86,-100,-100
205,D,1,18.79,1.72,sol en arka 8. sıra,-48,-63,-72,-100,-86,-86,-69,-100,-100,-100,-100
205,D,1,19.70,1.72,sol en arka 9. sıra,-56,-57,-71,-86,-100,-87,-72,-88,-100,-100,-100
205,D,1,19.70,1.72,sol en arka 9. sıra,-57,-57,-72,-100,-100,-90,-74,-90,-100,-100,-100
205,D,1,19.70,1.72,sol en arka 9. sıra,-47,-56,-78,-81,-100,-82,-100,-91,-84,-100,-100
205,D,1,19.70,1.72,sol en arka 9. sıra,-52,-56,-75,-85,-100,-82,-100,-100,-100,-100,-100
205,D,1,19.70,1.72,sol en arka 9. sıra,-53,-57,-76,-87,-100,-86,-100,-100,-95,-100,-100
205,D,1,21.55,1.45,öretmen masası (kürsü),-57,-58,-77,-82,-100,-84,-100,-100,-89,-100,-100
205,D,1,21.55,1.45,öretmen masası (kürsü),-57,-59,-77,-79,-100,-79,-100,-100,-85,-100,-100
205,D,1,21.55,1.45,öretmen masası (kürsü),-59,-54,-68,-100,-86,-100,-71,-100,-100,-100,-100
205,D,1,21.55,1.45,öretmen masası (kürsü),-57,-53,-65,-84,-86,-100,-68,-86,-86,-100,-100
205,D,1,21.55,1.45,öretmen masası (kürsü),-55,-53,-62,-84,-100,-100,-67,-86,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-69,-64,-69,-100,-80,-100,-100,-67,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-57,-60,-65,-84,-100,-88,-76,-100,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-63,-62,-67,-100,-80,-100,-100,-67,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-51,-56,-67,-77,-100,-81,-65,-87,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-53,-56,-63,-74,-100,-100,-100,-88,-100,-100,-100
205,D,1,11.15,0.0,sol en köşe,-55,-56,-65,-76,-100,-80,-100,-83,-100,-100,-100
205,D,1,12.87,0.0,sol en arka 1. pencere,-56,-60,-67,-80,-100,-100,-100,-100,-100,-100,-100
205,D,1,12.87,0.0,sol en arka 1. pencere,-55,-61,-64,-76,-100,-100,-76,-100,-100,-100,-100
205,D,1,12.87,0.0,sol en arka 1. pencere,-58,-57,-67,-78,-100,-80,-100,-82,-100,-100,-100
205,D,1,12.87,0.0,sol en arka 1. pencere,-55,-59,-64,-73,-100,-78,-80,-80,-100,-100,-100
205,D,1,12.87,0.0,sol en arka 1. pencere,-56,-59,-65,-75,-100,-79,-80,-100,-100,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-56,-61,-67,-87,-80,-84,-76,-100,-100,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-53,-62,-68,-87,-100,-84,-76,-100,-100,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-50,-62,-70,-100,-100,-84,-76,-100,-100,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-48,-48,-100,-72,-100,-73,-77,-82,-86,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-49,-51,-64,-72,-100,-74,-77,-81,-86,-100,-100
205,D,1,14.82,0.0,sol en arka 1. pencere duvar,-51,-54,-64,-72,-100,-75,-78,-100,-100,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-46,-51,-71,-72,-100,-73,-73,-100,-80,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-100,-50,-64,-100,-100,-76,-100,-83,-86,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-46,-52,-67,-100,-100,-76,-72,-83,-82,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-51,-55,-68,-100,-100,-84,-75,-100,-100,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-100,-48,-100,-100,-100,-82,-80,-90,-80,-100,-100
205,D,1,16.62,0.0,en arka sol 2. pencere,-59,-55,-68,-79,-100,-82,-100,-88,-83,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yyanı duvar,-50,-54,-66,-77,-100,-73,-83,-81,-84,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yanı duvar,-50,-58,-69,-77,-100,-70,-83,-79,-83,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yyanı duvar,-52,-54,-63,-77,-100,-72,-71,-79,-82,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yanı duvar,-63,-56,-69,-79,-86,-82,-86,-86,-86,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yanı duvar,-59,-56,-70,-100,-80,-77,-80,-90,-100,-100,-100
205,D,1,18.56,0.0,sol en arka 2 .pencere yanı duvar,-69,-58,-70,-100,-100,-82,-100,-100,-86,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-34,-47,-62,-79,-100,-86,-100,-100,-100,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-39,-47,-70,-71,-100,-73,-100,-100,-83,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-40,-45,-65,-73,-75,-72,-100,-72,-77,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-37,-46,-63,-76,-75,-79,-100,-72,-77,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-100,-58,-70,-100,-100,-82,-69,-100,-86,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-100,-54,-71,-87,-86,-84,-74,-88,-85,-100,-100
205,D,1,20.36,0.0,sol en arka 3. pencere,-61,-52,-67,-88,-100,-86,-100,-86,-86,-100,-100
205,D,1,2025-01-22 00:00:00,0.0,sol kursü yanı en köşe,-61,-50,-63,-86,-100,-86,-100,-100,-86,-100,-100
205,D,1,2025-01-22 00:00:00,0.0,sol kursü yanı en köşe,-60,-54,-77,-88,-86,-86,-69,-100,-86,-100,-100
205,D,1,2025-01-22 00:00:00,0.0,sol kursü yanı en köşe,-50,-58,-66,-100,-82,-100,-100,-76,-100,-100,-100
205,D,1,2025-01-22 00:00:00,0.0,sol kursü yanı en köşe,-45,-51,-65,-73,-78,-72,-100,-74,-77,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-46,-54,-79,-79,-100,-100,-100,-100,-75,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-54,-60,-78,-80,-100,-100,-100,-89,-81,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-57,-64,-100,-86,-100,-100,-100,-100,-81,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-58,-53,-78,-100,-100,-100,-72,-90,-76,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-63,-58,-78,-79,-100,-100,-100,-100,-100,-100,-100
205,D,1,11.55,3.37,en orta en arka sıra tarafı,-62,-58,-86,-79,-86,-100,-86,-100,-100,-100,-100
205,D,1,2026-05-13 00:00:00,3.37,en orta 2. sıra masanın orta noktası,-51,-60,-74,-76,-100,-100,-100,-87,-82,-100,-100
205,D,1,2026-05-13 00:00:00,3.37,en orta 2. sıra masanın orta noktası,-49,-60,-74,-76,-100,-100,-100,-85,-84,-100,-100
205,D,1,2026-05-13 00:00:00,3.37,en orta 2. sıra masanın orta noktası,-58,-57,-78,-88,-100,-90,-68,-90,-75,-100,-100
205,D,1,2026-05-13 00:00:00,3.37,en orta 2. sıra masanın orta noktası,-63,-61,-76,-82,-100,-100,-100,-100,-100,-100,-100
205,D,1,14.55,3.37,en orta 4. sıra sandalye kısmı,-51,-61,-74,-75,-100,-100,-100,-85,-79,-100,-100
205,D,1,14.55,3.37,en orta 4. sıra sandalye kısmı,-53,-62,-74,-75,-100,-100,-100,-100,-74,-100,-100
205,D,1,14.55,3.37,en orta 4. sıra sandalye kısmı,-60,-59,-76,-84,-100,-100,-80,-90,-70,-100,-100
205,D,1,14.55,3.37,en orta 4. sıra sandalye kısmı,-58,-59,-100,-100,-86,-100,-100,-90,-100,-100,-100
205,D,1,14.55,3.37,en orta 4. sıra sandalye kısmı,-56,-58,-78,-80,-86,-100,-77,-90,-74,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-50,-62,-74,-76,-100,-100,-100,-100,-74,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-50,-64,-78,-77,-100,-100,-100,-85,-77,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-52,-65,-78,-100,-100,-100,-100,-85,-77,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-59,-62,-86,-100,-80,-100,-83,-100,-70,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-57,-62,-86,-84,-83,-90,-81,-86,-80,-100,-100
205,D,1,2026-05-16 00:00:00,3.37,en orta 5. sıra masa bası,-55,-57,-100,-100,-100,-100,-74,-100,-72,-100,-100
205,D,1,17.55,3.37,en orta 7. sıra masa başı,-55,-60,-78,-84,-100,-100,-100,-85,-78,-100,-100
205,D,1,17.55,3.37,en orta 7. sıra masa başı,-58,-55,-74,-77,-100,-100,-100,-100,-85,-100,-100
205,D,1,17.55,3.37,en orta 7. sıra masa başı,-56,-59,-81,-77,-100,-100,-79,-100,-80,-100,-100
205,D,1,17.55,3.37,en orta 7. sıra masa başı,-55,-55,-76,-86,-100,-100,-100,-86,-67,-100,-100
205,D,1,17.55,3.37,en orta 7. sıra masa başı,-59,-54,-76,-86,-100,-100,-80,-90,-69,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-53,-57,-100,-74,-100,-100,-64,-79,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-53,-38,-100,-74,-100,-100,-64,-74,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-53,-38,-100,-74,-100,-100,-64,-74,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-68,-49,-70,-100,-100,-100,-63,-100,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-71,-46,-73,-84,-100,-84,-63,-82,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-72,-42,-78,-84,-100,-84,-67,-82,-100,-100,-100
205,D,1,2026-05-19 00:00:00,3.37,en orta 9.sıra sıra tarafı,-70,-40,-80,-100,-100,-90,-67,-86,-80,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-65,-40,-74,-83,-100,-100,-67,-86,-100,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-62,-41,-74,-82,-100,-84,-100,-100,-100,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-64,-42,-72,-100,-100,-100,-67,-100,-100,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-53,-38,-100,-74,-100,-100,-64,-74,-100,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-57,-46,-100,-76,-100,-100,-62,-78,-100,-100,-100
205,D,1,20.55,3.37,en orta basamak başı,-56,-45,-100,-75,-100,-100,-63,-77,-100,-100,-100
205,D,1,20.55,3.37,en orta tahta onu,-52,-39,-100,-73,-100,-100,-62,-78,-100,-100,-100
205,D,1,2026-05-22 00:00:00,3.37,en orta tahta onu,-49,-34,-100,-71,-100,-100,-59,-80,-100,-100,-100
205,D,1,2026-05-22 00:00:00,3.37,en orta tahta onu,-63,-43,-68,-79,-100,-83,-66,-100,-75,-100,-100
205,D,1,2026-05-22 00:00:00,3.37,en orta tahta onu,-64,-40,-68,-79,-100,-84,-63,-82,-65,-100,-100
205,D,1,11.67,4.98,sağ taraf en arka 1. sara en orta,-59,-42,-100,-71,-100,-100,-64,-80,-100,-100,-100
205,D,1,11.67,4.98,sağ taraf 1. sara en orta,-61,-47,-100,-100,-88,-100,-70,-84,-100,-100,-100
205,D,1,11.67,4.98,sağ taraf 1. sara en orta,-65,-50,-100,-100,-88,-100,-68,-100,-100,-100,-100
205,D,1,11.67,4.98,sağ taraf 1. sara en orta,-65,-47,-65,-76,-83,-100,-100,-100,-100,-100,-100
205,D,1,11.67,4.98,sağ taraf 1. sara en orta,-67,-55,-65,-79,-83,-100,-100,-100,-100,-100,-100
205,D,1,11.67,4.98,sağ taraf 1. sara en orta,-68,-55,-62,-82,-80,-100,-86,-100,-100,-100,-100
205,D,1,12.69,4.98,sağ taraf 2. sıra,-47,-47,-67,-100,-78,-84,-74,-85,-100,-100,-100
205,D,1,12.69,4.98,sağ taraf 2. sıra,-51,-49,-100,-67,-78,-84,-74,-89,-100,-100,-100
205,D,1,12.69,4.98,sağ taraf 2. sıra,-63,-53,-60,-100,-100,-100,-74,-83,-86,-100,-100
205,D,1,12.69,4.98,sağ taraf 2. sıra,-62,-54,-61,-100,-80,-100,-100,-100,-100,-100,-100
205,D,1,13.61,4.98,sağ taraf 3.sıra,-61,-52,-64,-100,-86,-100,-80,-100,-100,-100,-100
205,D,1,13.61,4.98,sağ taraf 3.sıra,-61,52,-66,-100,-100,-100,-80,-100,-86,-100,-100
205,D,1,13.61,4.98,sağ taraf 3.sıra,-65,-51,-67,-100,-100,-100,-80,-100,-100,-100,-100
205,D,1,13.61,4.98,sağ taraf 3.sıra,-54,-47,-60,-100,-85,-89,-72,-100,-100,-100,-100
205,D,1,13.61,4.98,sağ taraf 3.sıra,-53,-50,-60,-73,-85,-87,-72,-83,-100,-100,-100
205,D,1,14.53,4.98,sağ taraf 4.sıra,-63,-44,-61,-81,-100,-90,-76,-90,-100,-100,-100
205,D,1,14.53,4.98,sağ taraf 4.sıra,-62,-50,-61,-80,-100,-90,-80,-100,-100,-100,-100
205,D,1,14.53,4.98,sağ taraf 4.sıra,-50,-54,-59,-73,-100,-87,-100,-83,-100,-100,-100
205,D,1,14.53,4.98,sağ taraf 4.sıra,-47,-100,-59,-73,-100,-89,-100,-84,-100,-100,-100
205,D,1,15.44,4.98,sağ taraf 5.sıra,-58,-45,-65,-86,-100,-90,-80,-100,-86,-100,-100
205,D,1,15.44,4.98,sağ taraf 5.sıra,-56,-44,-68,-100,-86,-90,-80,-100,-80,-100,-100
205,D,1,15.44,4.98,sağ taraf 5.sıra,-47,-44,-64,-73,-91,-84,-77,-84,-100,-100,-100
205,D,1,15.44,4.98,sağ taraf 5.sıra,-48,-44,-69,-100,-91,-80,-77,-100,-100,-100,-100
205,D,1,15.44,4.98,sağ taraf 5.sıra,-53,-44,-67,-73,-100,-88,-77,-81,-86,-100,-100
205,D,1,16.37,4.98,sağ taraf 6.sıra,-57,-39,-67,-100,-80,-88,-72,-86,-100,-100,-100
205,D,1,16.37,4.98,sağ taraf 6.sıra,-58,-37,-65,-100,-100,-85,-74,-88,-86,-100,-100
205,D,1,16.37,4.98,sağ taraf 6.sıra,-48,-42,-73,-76,-100,-85,-77,-83,-100,-100,-100
205,D,1,16.37,4.98,sağ taraf 6.sıra,-44,-40,-73,-100,-100,-84,-81,-100,-100,-100,-100
205,D,1,17.32,4.98,sağ taraf 7.sıra,-58,-100,-69,-100,-100,-86,-100,-100,-80,-100,-100
205,D,1,17.32,4.98,sağ taraf 7.sıra,-61,-34,-69,-100,-100,-86,-100,-100,-100,-100,-100
205,D,1,17.32,4.98,sağ taraf 7.sıra,-45,-42,-73,-100,-100,-81,-74,-100,-100,-100,-100
205,D,1,17.32,4.98,sağ taraf 7.sıra,-47,-44,-100,-100,-100,-78,-68,-100,-100,-100,-100
205,D,1,18.24,4.98,sağ taraf 8.sıra,-48,-37,-66,-100,-76,-78,-66,-100,-100,-100,-100
205,D,1,18.24,4.98,sağ taraf 8.sıra,-49,-31,-66,-100,-76,-79,-65,-100,-100,-100,-100
205,D,1,18.24,4.98,sağ taraf 8.sıra,-58,-42,-62,-73,-86,-100,-80,-100,-86,-100,-100
205,D,1,18.24,4.98,sağ taraf 8.sıra,-62,-31,-100,-84,-100,-88,-69,-88,-100,-100,-100
205,D,1,19.15,4.98,sağ taraf 9.sıra,-60,-42,-62,-75,-100,-100,-69,-79,-100,-100,-100
205,D,1,19.15,4.98,sağ taraf 9.sıra,-58,-46,-68,-76,-100,-86,-70,-100,-100,-100,-100
205,D,1,19.15,4.98,sağ taraf 9.sıra,-53,-34,-66,-100,-76,-78,-68,-100,-100,-100,-100
205,D,1,19.15,4.98,sağ taraf 9.sıra,-57,-37,-100,-100,-100,-78,-71,-100,-100,-100,-100
205,D,1,11.15,6.76,sağ arka en köşe 1. sıra yani,-65,-48,-60,-68,-100,-100,-83,-90,-100,-100,-100
205,D,1,11.15,6.76,sağ arka en köşe 1. sıra yani,-63,-48,-52,-68,-100,-100,-80,-90,-100,-100,-100
