class,blook,floor,x,y,notes,ac:a3:1e:62:18:f0,ac:a3:1e:62:18:e0,ac:a3:1e:62:5c:c0,ac:a3:1e:62:5c:d0,24:de:c6:3c:f3:80,ac:a3:1e:61:fe:10,ac:a3:1e:61:fe:00,9c:1c:12:34:81:30,9c:1c:12:34:81:20,ac:a3:1e:62:32:20,ac:a3:1e:62:32:30
205,D,1,11.15,6.76,sağ arka en köşe 1. sıra yani,-55,-47,-49,-100,-100,-80,-81,-86,-100,-100,-100
205,D,1,11.15,6.76,sağ arka en köşe 1. sıra yani,-66,-50,-51,-100,-83,-80,-77,-100,-100,-100,-100
205,D,1,12.87,6.76,en  sağa en arka ikinci sıra askılık yanı duvar,-64,-53,-54,-100,-100,-100,-73,-100,-86,-100,-100
205,D,1,12.87,6.76,en  sağa en arka ikinci sıra askılık yanı duvar,-62,-56,-62,-100,-100,-100,-100,-76,-100,-100,-100
205,D,1,12.87,6.76,en  sağa en arka ikinci sıra askılık yanı duvar,-58,-54,-62,-72,-100,-86,-69,-100,-100,-100,-100
205,D,1,12.87,6.76,en  sağa en arka ikinci sıra askılık yanı duvar,-57,-100,-62,-100,-100,-86,-69,-100,-100,-100,-100
205,D,1,14.82,6.76,en sağ en arka 4. sıra duvar tarafı,-51,-48,-65,-70,-100,-89,-79,-86,-100,-100,-100
205,D,1,14.82,6.76,en sağ en arka 4. sıra duvar tarafı,-50,-46,-65,-68,-100,-89,-100,-86,-100,-100,-100
205,D,1,14.82,6.76,en sağ en arka 4. sıra duvar tarafı,-63,-56,-63,-77,-100,-90,-100,-100,-100,-100,-100
205,D,1,14.82,6.76,en sağ en arka 4. sıra duvar tarafı,-64,-52,-67,-79,-100,-100,-100,-100,-100,-100,-100
205,D,1,16.62,6.76,en sağ en arka duvar 6.sıra taraf,-61,-49,-70,-100,-100,-86,-76,-100,-100,-100,-100
205,D,1,16.62,6.76,en sağ en arka duvar 6.sıra taraf,-57,-55,-70,-100,-100,-85,-100,-100,-100,-100,-100
205,D,1,16.62,6.76,en sağ en arka duvar 6.sıra taraf,-49,-46,-68,-71,-100,-88,-79,-86,-100,-100,-100
205,D,1,16.62,6.76,en sağ en arka duvar 6.sıra taraf,-51,-100,-72,-74,-100,-87,-79,-100,-100,-100,-100
205,D,1,18.56,6.76,en sağ en arka duvar 8. sıra tarafı,-61,-39,-67,-100,-86,-90,-72,-86,-100,-100,-100
205,D,1,18.56,6.76,en sağ en arka duvar 8. sıra tarafı,-62,-31,-67,-100,-86,-90,-100,-100,-100,-100,-100
205,D,1,18.56,6.76,en sağ en arka duvar 8. sıra tarafı,-67,-39,-64,-90,-100,-90,-68,-100,-100,-100,-100
205,D,1,18.56,6.76,en sağ en arka duvar 8. sıra tarafı,-56,-41,-69,-100,-82,-75,-74,-100,-100,-100,-100
205,D,1,18.56,6.76,en sağ en arka duvar 8. sıra tarafı,-55,-38,-71,-100,-82,-75,-74,-86,-89,-100,-100
205,D,1,20.36,6.76,en sağ en arka duvar 9. sıra tarafı,-67,-52,-58,-100,-86,-82,-70,-84,-80,-100,-100
205,D,1,20.36,6.76,en sağ en arka duvar 9. sıra tarafı,-69,-43,-69,-100,-86,-82,-74,-84,-80,-100,-100
205,D,1,20.36,6.76,en sağ en arka duvar 9. sıra tarafı,-55,-33,-65,-77,-100,-100,-69,-80,-100,-100,-100
205,D,1,20.36,6.76,en sağ en arka duvar 9. sıra tarafı,-56,-32,-63,-77,-100,-100,-67,-78,-100,-100,-100
205,D,1,2025-01-22 00:00:00,6.76,en sağ kapı tarafı,-72,-48,-70,-86,-86,-84,-73,-80,-74,-100,-100
205,D,1,2025-01-22 00:00:00,6.76,en sağ kapı tarafı,-72,-54,-68,-82,-86,-84,-72,-80,-68,-100,-100
205,D,1,2025-01-22 00:00:00,6.76,en sağ kapı tarafı,-55,-46,-60,-100,-100,-100,-66,-100,-79,-100,-100
205,D,1,2025-01-22 00:00:00,6.76,en sağ kapı tarafı,-62,-48,-73,-100,-100,-100,-76,-100,-100,-100,-100
206,D,1,22.30,0,sol en köşe,-70,-65,-100,-86,-91,-80,-74,-87,-100,-88,-87
206,D,1,22.30,0,sol en köşe,-71,-63,-100,-87,-100,-81,-78,-87,-100,-100,-100
206,D,1,22.30,0,sol en köşe,-71,-64,-100,-87,-100,-80,-75,-86,-100,-100,-100
206,D,1,22.30,0,sol en köşe,-76,-77,-100,-100,-100,-82,-70,-100,-100,-100,-86
206,D,1,22.30,0,sol en köşe,-74,-76,-100,-100,-100,-82,-70,-100,-100,-100,-90
206,D,1,24.15,0,sol ilk pencere,-100,-100,-100,-91,-100,-77,-69,-88,-100,-78,-79
206,D,1,24.15,0,sol ilk pencere,-100,-66,-100,-93,-100,-78,-66,-89,-100,-80,-79
206,D,1,24.15,0,sol ilk pencere,-100,-73,-74,-100,-100,-81,-67,-100,-100,-100,-84
206,D,1,24.15,0,sol ilk pencere,-86,-71,-75,-90,-86,-79,-67,-90,-86,-86,-100
206,D,1,24.15,0,sol ilk pencere,-100,-72,-76,-100,-100,-76,-74,-100,-85,-100,-76
206,D,1,2025-10-26 00:00:00,0,sol 1. pencere yanı duvar,-75,-67,-100,-100,-100,-86,-73,-90,-100,-100,-100
206,D,1,2025-10-26 00:00:00,0,sol 1. pencere yanı duvar,-75,-66,-100,-93,-100,-81,-69,-100,-100,-82,-80
206,D,1,2025-10-26 00:00:00,0,sol 1. pencere yanı duvar,-100,-66,-100,-100,-100,-77,-66,-100,-100,-82,-80
206,D,1,2025-10-26 00:00:00,0,sol 1. pencere yanı duvar,-72,-68,-76,-100,-100,-80,-67,-90,-86,-86,-100
206,D,1,2025-10-26 00:00:00,0,sol 1. pencere yanı duvar,-73,-67,-100,-100,-100,-82,-63,-100,-86,-86,-86
206,D,1,27.90,0,sol 2.pencere,-75,-69,-74,-100,-100,-83,-73,-90,-84,-77,-100
206,D,1,27.90,0,sol 2.pencere,-78,-66,-100,-85,-100,-76,-100,-100,-84,-77,-100
206,D,1,27.90,0,sol 2.pencere,-100,-71,-76,-87,-100,-75,-74,-100,-81,-100,-78
206,D,1,27.90,0,sol 2.pencere,-75,-67,-76,-100,-100,-79,-68,-90,-86,-76,-86
206,D,1,27.90,0,sol 2.pencere,-72,-68,-100,-100,-100,-80,-70,-100,-86,-100,-100
206,D,1,29.82,0,sol 2. pencere yanı duvar,-69,-76,-80,-87,-89,-83,-82,-89,-86,-87,-80
206,D,1,29.82,0,sol 2. pencere yanı duvar,-100,-79,-78,-93,-100,-84,-77,-93,-100,-100,-80
206,D,1,29.82,0,sol 2. pencere yanı duvar,-100,-72,-100,-89,-100,-80,-80,-90,-100,-100,-81
206,D,1,29.82,0,sol 2. pencere yanı duvar,-79,-69,-76,-100,-100,-80,-68,-100,-86,-100,-82
206,D,1,29.82,0,sol 2. pencere yanı duvar,-77,-78,-86,-100,-100,-82,-73,-100,-100,-100,-86
206,D,1,31.60,0,sol 3. pencere,-100,-74,-80,-85,-100,-82,-79,-89,-100,-100,-80
206,D,1,31.60,0,sol 3. pencere,-100,-70,-79,-88,-100,-84,-76,-92,-100,-75,-100
206,D,1,31.60,0,sol 3. pencere,-75,-74,-80,-100,-100,-79,-72,-100,-86,-100,-86
206,D,1,31.60,0,sol 3. pencere,-75,-66,-80,-100,-100,-79,-100,-100,-86,-100,-90
206,D,1,33.50,0,sol 3.pencere yanı duvar,-100,-73,-81,-100,-100,-77,-70,-89,-100,-100,-81
206,D,1,33.50,0,sol 3.pencere yanı duvar,-84,-82,-78,-100,-100,-84,-78,-100,-100,-100,-100
206,D,1,33.50,0,sol 3.pencere yanı duvar,-80,-83,-79,-100,-96,-77,-76,-90,-87,-100,-100
206,D,1,35.75,0,sol en köşe kapı karşısı,-100,-72,-78,-95,-86,-81,-74,-88,-75,-100,-80
206,D,1,35.75,0,sol en köşe kapı karşısı,-100,-75,-87,-100,-100,-87,-86,-100,-100,-93,-95
206,D,1,35.75,0,sol en köşe kapı karşısı,-100,-79,-100,-100,-100,-85,-81,-100,-100,-91,-94
206,D,1,23.32,173,sol en arka 1.sıra,-73,-66,-100,-92,-100,-78,-71,-87,-100,-88,-82
206,D,1,23.32,173,sol en arka 1.sıra,-75,-100,-84,-88,-100,-74,-72,-86,-100,-100,-89
206,D,1,23.32,173,sol en arka 1.sıra,-100,-100,-84,-91,-100,-73,-72,-87,-100,-100,-100
206,D,1,23.32,173,sol en arka 1.sıra,-75,-66,-80,-90,-100,-79,-74,-100,-100,-86,-90
206,D,1,23.32,173,sol en arka 1.sıra,-73,-70,-78,-90,-86,-72,-60,-100,-85,-86,-100
206,D,1,23.32,173,sol en arka 1.sıra,-100,-76,-100,-100,-86,-73,-62,-100,-85,-100,-100
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-71,-68,-78,-89,-95,-78,-66,-87,-92,-89,-81
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-78,-75,-83,-100,-100,-78,-72,-91,-100,-100,-89
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-72,-77,-83,-100,-100,-75,-75,-89,-100,-100,-82
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-72,-76,-100,-90,-100,-73,-61,-100,-85,-86,-86
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-69,-65,-77,-90,-100,-75,-58,-100,-86,-100,-86
206,D,1,2025-12-24 00:00:00,173,sol en arka 2.sıra,-71,-68,-80,-100,-100,-75,-57,-100,-86,-100,-100
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-73,-71,-100,-86,-100,-100,-74,-91,-100,-81,-81
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-100,-65,-100,-84,-86,-100,-59,-89,-89,-95,-81
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-100,-66,-100,-84,-100,-100,-59,-89,-91,-100,-82
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-77,-69,-86,-100,-100,-86,-71,-100,-86,-100,-100
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-80,-71,-86,-100,-100,-84,-68,-100,-86,-100,-100
206,D,1,2025-07-25 00:00:00,173,sol en arka 3.sıra,-78,-74,-86,-100,-86,-79,-63,-100,-86,-100,-100
206,D,1,26.47,173,sol en arka 4.sıra,-100,-61,-100,-85,-100,-73,-61,-78,-85,-80,-72
206,D,1,26.47,173,sol en arka 4.sıra,-100,-60,-74,-84,-100,-71,-61,-82,-84,-80,-72
206,D,1,26.47,173,sol en arka 4.sıra,-75,-81,-74,-100,-100,-77,-72,-100,-86,-100,-88
206,D,1,26.47,173,sol en arka 4.sıra,-76,-72,-80,-100,-86,-79,-71,-90,-81,-100,-90
206,D,1,26.47,173,sol en arka 4.sıra,-100,-100,-100,-100,-100,-72,-72,-89,-65,-100,-100
206,D,1,26.47,173,sol en arka 4.sıra,-77,-76,-76,-100,-100,-82,-68,-100,-86,-100,-90
206,D,1,27.39,173,sol en arka 5.sıra,-67,-66,-100,-84,-100,-68,-68,-84,-80,-100,-69
206,D,1,27.39,173,sol en arka 5.sıra,-69,-69,-100,-100,-100,-67,-64,-100,-100,-100,-100
206,D,1,27.39,173,sol en arka 5.sıra,-77,-72,-74,-100,-86,-100,-76,-100,-86,-100,-86
206,D,1,27.39,173,sol en arka 5.sıra,-82,-74,-100,-100,-100,-80,-68,-100,-100,-100,-86
206,D,1,27.39,173,sol en arka 5.sıra,-100,-65,-100,-100,-100,-70,-65,-84,-78,-100,-100
206,D,1,27.39,173,sol en arka 5.sıra,-77,-76,-83,-100,-100,-78,-66,-100,-100,-100,-82
206,D,1,28.35,173,sol en arka 6.sıra,-70,-51,-76,-90,-80,-76,-69,-100,-83,-100,-82
206,D,1,28.35,173,sol en arka 6.sıra,-78,-56,-80,-100,-100,-76,-65,-100,-86,-100,-82
206,D,1,28.35,173,sol en arka 6.sıra,-69,-55,-81,-87,-100,-71,-61,-83,-100,-100,-91
206,D,1,28.35,173,sol en arka 6.sıra,-69,-58,-81,-87,-100,-71,-61,-83,-80,-100,-100
206,D,1,30.67,173,sol en arka 8.sıra,-67,-64,-100,-100,-100,-100,-62,-100,-87,-100,-100
206,D,1,30.67,173,sol en arka 8.sıra,-84,-63,-80,-100,-100,-100,-69,-100,-86,-86,-86
206,D,1,30.67,173,sol en arka 8.sıra,-84,-57,-80,-100,-100,-100,-70,-100,-86,-86,-100
206,D,1,30.67,173,sol en arka 8.sıra,-69,-58,-77,-100,-100,-100,-63,-100,-100,-100,-100
206,D,1,32.57,173,sol en arka 10.sıra,-81,-67,-100,-100,-100,-82,-69,-100,-86,-86,-82
206,D,1,32.57,173,sol en arka 10.sıra,-82,-63,-100,-100,-86,-82,-80,-100,-100,-86,-86
206,D,1,32.57,173,sol en arka 10.sıra,-69,-59,-77,-100,-100,-100,-64,-100,-100,-100,-100
206,D,1,32.57,173,sol en arka 10.sıra,-68,-56,-100,-100,-100,-100,-65,-100,-100,-100,-100
206,D,1,34.77,173,kürsü tarafı,-69,-59,-100,-100,-100,-100,-65,-100,-100,-84,-100
206,D,1,34.77,173,kürsü tarafı,-71,-62,-100,-100,-100,-100,-68,-100,-100,-89,-100
206,D,1,34.77,173,kürsü tarafı,-81,-62,-100,-100,-86,-81,-76,-100,-100,-86,-86
206,D,1,34.77,173,kürsü tarafı,-80,-61,-100,-100,-100,-80,-72,-100,-100,-100,-100
206,D,1,23.32,503,sen sağ en arka 1. sıra,-69,-54,-65,-100,-100,-100,-70,-100,-84,-100,-100
206,D,1,23.32,503,sen sağ en arka 1. sıra,-80,-61,-76,-90,-100,-79,-66,-90,-86,-100,-100
206,D,1,23.32,503,sen sağ en arka 1. sıra,-79,-57,-78,-90,-100,-80,-66,-90,-86,-100,-100
206,D,1,23.32,503,sen sağ en arka 1. sıra,-100,-46,-60,-100,-77,-100,-68,-100,-78,-100,-100
206,D,1,23.32,503,sen sağ en arka 1. sıra,-68,-50,-70,-100,-100,-100,-68,-100,-76,-100,-100
206,D,1,2026-12-25 00:00:00,503,sen sağ en arka 3. sıra,-80,-74,-69,-100,-86,-80,-68,-86,-100,-86,-100
206,D,1,2026-12-25 00:00:00,503,sen sağ en arka 3. sıra,-80,-61,-80,-100,-100,-79,-68,-88,-86,-86,-100
206,D,1,2026-12-25 00:00:00,503,sen sağ en arka 3. sıra,-80,-60,-80,-100,-100,-79,-68,-90,-86,-86,-100
206,D,1,2026-12-25 00:00:00,503,sen sağ en arka 3. sıra,-74,-51,-100,-100,-100,-100,-63,-100,-100,-100,-100
206,D,1,2026-12-25 00:00:00,503,sen sağ en arka 3. sıra,-71,-59,-100,-100,-89,-100,-60,-100,-100,-100,-100
206,D,1,26.92,503,en sağ en arka 5. sıra,-82,-67,-86,-90,-100,-77,-66,-90,-100,-86,-100
206,D,1,26.92,503,en sağ en arka 5. sıra,-69,-52,-100,-100,-100,-100,-63,-100,-81,-86,-100
206,D,1,26.92,503,en sağ en arka 5. sıra,-68,-53,-100,-100,-89,-100,-61,-100,-100,-100,-100
206,D,1,26.92,503,en sağ en arka 5. sıra,-71,-59,-100,-100,-89,-100,-60,-100,-100,-100,-100
206,D,1,28.72,503,en sağ 7. sıra,-90,-63,-80,-100,-86,-84,-67,-90,-86,-86,-100
206,D,1,28.72,503,en sağ 7. sıra,-84,-66,-80,-100,-100,-82,-76,-100,-100,-86,-100
206,D,1,28.72,503,en sağ 7. sıra,-73,-59,-100,-100,-100,-100,-68,-100,-82,-86,-100
206,D,1,28.72,503,en sağ 7. sıra,-71,-59,-75,-100,-100,-100,-63,-100,-89,-100,-100
206,D,1,28.72,503,en sağ 7. sıra,-70,-60,-75,-100,-100,-100,-63,-100,-89,-100,-100
206,D,1,30.52,503,en sağ  9. sıra,-71,-64,-79,-100,-100,-100,-66,-100,-79,-100,-100
206,D,1,30.52,503,en sağ  9. sıra,-73,-68,-79,-100,-100,-100,-66,-100,-79,-100,-100
206,D,1,30.52,503,en sağ  9. sıra,-90,-69,-100,-100,-100,-84,-75,-100,-86,-86,-79
206,D,1,30.52,503,en sağ  9. sıra,-90,-70,-100,-100,-100,-100,-74,-100,-86,-100,-79
206,D,1,34.12,503,en sağ kursu yanı sağ 10. sıra önu,-81,-64,-81,-100,-86,-83,-69,-100,-86,-86,-86
206,D,1,34.12,503,en sağ kursu yanı sağ 10. sıra önu,-82,-65,-76,-100,-100,-82,-67,-100,-86,-100,-86
206,D,1,34.12,503,en sağ kursu yanı sağ 10. sıra önu,-73,-65,-79,-100,-100,-100,-69,-100,-79,-100,-100
206,D,1,34.12,503,en sağ kursu yanı sağ 10. sıra önu,-73,-64,-100,-100,-100,-100,-72,-100,-100,-83,-100
206,D,1,22.45,338,en orta en arka 1. sıra yanı,-69,-52,-70,-100,-100,-100,-64,-100,-100,-83,-100
206,D,1,22.45,338,en orta en arka 1. sıra yanı,-100,-49,-76,-100,-100,-100,-70,-100,-100,-90,-100
206,D,1,22.45,338,en orta en arka 1. sıra yanı,-74,-53,-80,-90,-86,-73,-65,-100,-86,-80,-100
206,D,1,22.45,338,en orta en arka 1. sıra yanı,-79,-57,-86,-90,-100,-73,-62,-100,-80,-100,-100
206,D,1,23.95,338,en orta 2.sıra yanı,-78,-57,-86,-90,-100,-74,-61,-100,-83,-100,-100
206,D,1,23.95,338,en orta 2.sıra yanı,-80,-58,-86,-100,-86,-76,-71,-100,-86,-100,-100
206,D,1,23.95,338,en orta 2.sıra yanı,-70,-53,-75,-100,-100,-100,-68,-100,-100,-78,-100
206,D,1,23.95,338,en orta 2.sıra yanı,-70,-56,-81,-100,-100,-100,-68,-100,-100,-78,-100
206,D,1,25.95,338,en orta 4.sıra yanı,-88,-66,-80,-87,-86,-81,-72,-84,-76,-66,-100
206,D,1,25.95,338,en orta 4.sıra yanı,-86,-65,-100,-90,-100,-80,-70,-100,-100,-100,-100
206,D,1,25.95,338,en orta 4.sıra yanı,-68,-56,-77,-100,-100,-72,-65,-100,-100,-76,-100
206,D,1,25.95,338,en orta 4.sıra yanı,-66,-55,-77,-82,-100,-72,-65,-84,-100,-76,-85
206,D,1,25.95,338,en orta 4.sıra yanı,-64,-55,-100,-100,-100,-72,-72,-100,-100,-76,-87
206,D,1,27.95,338,en orta 2. pencere yanı,-84,-68,-86,-90,-100,-81,-78,-100,-86,-74,-90
206,D,1,25.95,338,en orta 2. pencere yanı,-84,-63,-86,-100,-100,-81,-76,-100,-86,-100,-90
206,D,1,25.95,338,en orta 2. pencere yanı,-72,-62,-71,-100,-100,-69,-77,-100,-100,-70,-100
206,D,1,25.95,338,en orta 2. pencere yanı,-72,-60,-71,-100,-100,-69,-77,-84,-100,-70,-100
206,D,1,25.95,338,en orta 2. pencere yanı,-75,-59,-100,-100,-100,-71,-77,-84,-100,-100,-100
206,D,1,27.95,338,en orta 7. sıra yanı,-85,-61,-86,-100,-100,-83,-80,-100,-86,-73,-88
206,D,1,27.95,338,en orta 7. sıra yanı,-82,-62,-83,-100,-100,-83,-86,-100,-100,-74,-86
206,D,1,27.95,338,en orta 7. sıra yanı,-75,-54,-72,-100,-100,-71,-73,-84,-100,-100,-100
206,D,1,27.95,338,en orta 7. sıra yanı,-75,-52,-72,-100,-100,-71,-71,-84,-100,-100,-100
206,D,1,27.95,338,en orta 7. sıra yanı,-76,-50,-72,-100,-100,-71,-69,-100,-100,-100,-100
206,D,1,29.95,338,en orta 3. pencere yanı,-84,-62,-80,-100,-100,-82,-80,-100,-86,-100,-86
206,D,1,29.95,338,en orta 3. pencere yanı,-86,-63,-100,-100,-100,-100,-100,-100,-86,-100,-100
206,D,1,29.95,338,en orta 3. pencere yanı,-77,-60,-72,-100,-100,-73,-77,-100,-100,-100,-100
206,D,1,29.95,338,en orta 3. pencere yanı,-78,-71,-100,-100,-100,-75,-76,-100,-100,-100,-100
206,D,1,31.95,338,en orta kürsü yanı,-82,-65,-86,-100,-100,-84,-100,-100,-86,-100,-90
206,D,1,31.95,338,en orta kürsü yanı,-79,-68,-86,-100,-100,-87,-100,-100,-86,-72,-90
206,D,1,31.95,338,en orta kürsü yanı,-73,-70,-100,-89,-100,-78,-81,-100,-100,-100,-100
206,D,1,31.95,338,en orta kürsü yanı,-69,-70,-100,-89,-100,-76,-74,-80,-82,-100,-100
206,D,1,33.45,338,en orta tahta önü,-80,-69,-100,-100,-86,-90,-80,-100,-86,-76,-90
206,D,1,33.45,338,en orta tahta önü,-84,-70,-76,-100,-100,-82,-72,-100,-100,-74,-100
206,D,1,33.45,338,en orta tahta önü,-70,-65,-100,-100,-100,-72,-73,-80,-82,-100,-100
206,D,1,33.45,338,en orta tahta önü,-69,-62,-100,-100,-100,-72,-73,-80,-82,-100,-100
206,D,1,33.45,338,en orta tahta önü,-69,-60,-100,-100,-100,-74,-100,-81,-82,-100,-100
206,D,1,22.30,503,en sağ en köşe 1. sıra tarafı,-77,-57,-72,-86,-86,-100,-73,-82,-100,-100,-90
206,D,1,22.30,503,en sağ en köşe 1. sıra tarafı,-79,-58,-76,-100,-100,-73,-100,-82,-100,-100,-90
206,D,1,22.30,503,en sağ en köşe 1. sıra tarafı,-70,-59,-100,-76,-100,-70,-68,-80,-100,-100,-100
206,D,1,22.30,503,en sağ en köşe 1. sıra tarafı,-70,-58,-100,-76,-100,-68,-68,-79,-85,-100,-100
206,D,1,24.15,503,en sağ 1. pencere karşısı duvar,-80,-52,-74,-100,-86,-84,-65,-88,-80,-80,-100
206,D,1,24.15,503,en sağ 1. pencere karşısı duvar,-69,-52,-74,-80,-84,-65,-64,-100,-72,-73,-100
206,D,1,24.15,503,en sağ 1. pencere karşısı duvar,-69,-53,-74,-80,-100,-66,-63,-100,-69,-100,-100
206,D,1,2025-10-26 00:00:00,503,en sağ 1. ve 2. pencere arası duvar askılık tarafı,-79,-54,-86,-100,-86,-83,-64,-90,-76,-86,-86
206,D,1,2025-10-26 00:00:00,503,en sağ 1. ve 2. pencere arası duvar askılık tarafı,-79,-57,-86,-100,-100,-82,-100,-100,-76,-100,-86
206,D,1,2025-10-26 00:00:00,503,en sağ 1. ve 2. pencere arası duvar askılık tarafı,-71,-52,-69,-83,-100,-72,-74,-82,-85,-100,-100
206,D,1,2025-10-26 00:00:00,503,en sağ 1. ve 2. pencere arası duvar askılık tarafı,-69,-52,-70,-100,-100,-72,-67,-100,-100,-100,-100
206,D,1,2025-10-26 00:00:00,503,en sağ 1. ve 2. pencere arası duvar askılık tarafı,-67,-53,-72,-86,-100,-73,-61,-79,-79,-100,-100
206,D,1,27.90,503,en sağ 2. pencere karşısı duvar askılık tarafı,-79,-58,-86,-100,-100,-76,-72,-100,-100,-100,-86
206,D,1,27.90,503,en sağ 2. pencere karşısı duvar askılık tarafı,-73,-54,-68,-86,-100,-69,-75,-76,-71,-73,-100
206,D,1,27.90,503,en sağ 2. pencere karşısı duvar askılık tarafı,-73,-54,-68,-86,-100,-69,-75,-76,-71,-73,-100
206,D,1,29.82,503,en sağ 2. ve 3. pencere arası duvar,-84,-68,-86,-100,-86,-82,-78,-100,-86,-80,-88
206,D,1,29.82,503,en sağ 2. ve 3. pencere arası duvar,-86,-69,-100,-100,-100,-100,-76,-100,-86,-100,-90
206,D,1,29.82,503,en sağ 2. ve 3. pencere arası duvar,-74,-58,-68,-100,-87,-73,-74,-100,-100,-74,-100
206,D,1,29.82,503,en sağ 2. ve 3. pencere arası duvar,-76,-63,-100,-100,-87,-78,-73,-100,-86,-75,-100
206,D,1,31.60,503,en sağ 3. pencere karşısı duvar telefonluk tarafı,-88,-65,-76,-100,-100,-80,-73,-100,-86,-74,-86
206,D,1,31.60,503,en sağ 3. pencere karşısı duvar telefonluk tarafı,-90,-61,-76,-100,-100,-80,-70,-100,-100,-74,-82
206,D,1,31.60,503,en sağ 3. pencere karşısı duvar telefonluk tarafı,-74,-61,-100,-100,-87,-76,-72,-86,-83,-72,-100
206,D,1,31.60,503,en sağ 3. pencere karşısı duvar telefonluk tarafı,-73,-59,-100,-100,-100,-75,-71,-86,-80,-70,-100
206,D,1,33.50,503,en sağ kürsü karşısı kapı tarafı,-86,-61,-100,-100,-100,-79,-74,-100,-86,-72,-88
206,D,1,33.50,503,en sağ kürsü karşısı kapı tarafı,-86,-64,-100,-100,-100,-79,-100,-100,-86,-100,-86
206,D,1,33.50,503,en sağ kürsü karşısı kapı tarafı,-76,-61,-84,-73,-100,-75,-72,-86,-80,-70,-100
206,D,1,33.50,503,en sağ kürsü karşısı kapı tarafı,-80,-64,-84,-73,-100,-100,-74,-100,-100,-100,-100
206,D,1,35.75,503,en sağ en köşe kapı tarafı,-79,-66,-80,-90,-100,-82,-86,-100,-86,-74,-81
206,D,1,35.75,503,en sağ en köşe kapı tarafı,-79,-70,-80,-90,-100,-82,-86,-100,-86,-74,-76
206,D,1,35.75,503,en sağ en köşe kapı tarafı,-75,-67,-80,-80,-100,-71,-76,-100,-88,-100,-100
206,D,1,35.75,503,en sağ en köşe kapı tarafı,-70,-70,-77,-88,-100,-71,-78,-100,-88,-100,-100
